paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled,exact_query,unquoted_query,search_status
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:236:p026,6. Resultados y análisis,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,236,236,55,3,"Con reserva suficiente y una penalización por encima del umbral, los Nash puros coinciden con reparaciones factibles mínimas por inclusión y la mejor respuesta termina en un número finito de cambios. Las 480 instancias respetaron esa caracterización. El plazo estrecho reveló la limitación operativa: restaurar el certificado produjo éxito temporal , por debajo de del voraz.",368cf13db395cf4bcee1c3b655040e017b04f61c3732c4131b4f57a879f58576,480 instancias respetaron esa caracterización El plazo estrecho reveló la limitación operativa,1f3bf67dfd5489ab084bbd51c5c3464a32e535b035815d708bbbed5613428602,True,"""480 instancias respetaron esa caracterización El plazo estrecho reveló la limitación operativa""",480 instancias respetaron esa caracterización El plazo estrecho reveló la limitación operativa,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:6:p001,6. Resultados y análisis,Etapa 2.4: demostrador híbrido de la cadena Cargo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,6,6,60,3,"El demostrador ejecuta reclutamiento, acoplamiento, transporte y recuperación sobre una misma planta planar. Su selección mediante líder, su criterio agregado y su reemplazo voraz difieren de los mecanismos evaluados en las etapas históricas sp2, sp3 y sp6. La campaña evalúa la compatibilidad funcional de esta arquitectura híbrida; las garantías parciales de SP1 y SP2 no se componen automáticamente en ella.",c2eebdf210b63558df94a81bee0f009c2d1f921853555c270353dab19154cd41,etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional,44b9cbf80b5a8eedc96ed7005869763dfc2fa749f26e18d6f5a7c9f9f950cff0,True,"""etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional""",etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:10:p002,6. Resultados y análisis,Ejecución común,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,10,10,76,4,"Durante siete eventos se propagan identificadores en los regímenes nominal, con obstáculo y con fallo; el régimen de red degradada usa diez eventos. El ejecutor determina con el estado global qué robot activo está más cerca de la carga y lo designa líder; el menor identificador resuelve empates. No se implementa una elección distribuida. Los mensajes contienen identificadores, mientras posición, carga útil y fuerza se resuelven después en el registro global. Para cada candidato se definen",0bd33abec7bdf4e6bb7e4a70f023747419eb5b9175c36046f66da2c3d3aeb561,implementa una elección distribuida Los mensajes contienen identificadores mientras posición carga útil,2d306bb101a1b79af47df130d59296d15d1fe2b2a26ec5c12a574e8e91913e26,True,"""implementa una elección distribuida Los mensajes contienen identificadores mientras posición carga útil""",implementa una elección distribuida Los mensajes contienen identificadores mientras posición carga útil,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:32:p005,6. Resultados y análisis,Ejecución común,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,32,69,183,1,"[!htbp] Demostrador Cargo híbrido: selección, acoplamiento, transporte y sustitución [1] conjunto de identificadores activos, registro global de atributos, demanda agregada de la carga, guardia de seguridad entrega en pose destino, o abstención, o fallo declarado con su causa propagar identificadores durante 7 eventos, o 10 bajo red degradada 10 si la red está degradada formar la vista del líder designado globalmente resolver atributos en el registro global ordenar candidatos de forma ascendente por no se satisface y quedan candidatos añadir el siguiente candidato a la coalición no se satisface abstención criterio agregado, no el QP de E3 integrar el acoplamiento de uniciclos el acoplamiento no termina en 16 s agotamiento de acoplamiento transportar la carga planar hacia el destino con punto intermedio y filtro cuando la guardia está activa falla el miembro de menor límite de fuerza detener la carga y retirar su identificador repetir propagación y selección con los miembros restantes fijos desplazar el primer candidato añadido al puesto liberado, máx.\ 16 s llega y vuelve a cumplirse reanudar el transporte fallo de recuperación o agotamiento del horizonte entrega en pose destino",1709ba3bd70faa956ece84378def55a766d1b674dbd677436e7c3ddb19488a4f,desplazar el primer candidato añadido al puesto liberado máx 16 s llega,43cfd38b9134a39c5b49d596176b4f1865ecea01a4158cb58a21da137fbd3a94,True,"""desplazar el primer candidato añadido al puesto liberado máx 16 s llega""",desplazar el primer candidato añadido al puesto liberado máx 16 s llega,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:63:p004,6. Resultados y análisis,Problema de optimización de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,63,63,35,3,"El programa de está sujeto a exclusión de vértice, arista, zona y . Con , la enumeración de combinaciones certifica el óptimo dentro del catálogo restringido. MAPF con un conjunto general de rutas constituye un problema distinto.",1f6492a78af25a07e8dcb8d220ce663ffbf1d942a2c35c11c94d3c719fb19f1f,enumeración de combinaciones certifica el óptimo dentro del catálogo restringido MAPF con,37cba59d0d9857601f26b8f8b11712ba043eb1652642a6b699fbc9576fa2e66e,True,"""enumeración de combinaciones certifica el óptimo dentro del catálogo restringido MAPF con""",enumeración de combinaciones certifica el óptimo dentro del catálogo restringido MAPF con,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:107:p007,6. Resultados y análisis,Juego de rutas,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,107,110,38,2,"[potencial exacto y propiedad de mejora finita] El juego es de potencial exacto con potencial . Posee al menos un Nash puro y todo camino maximal de mejoras estrictas termina en un Nash después de, como máximo, cambios aceptados.",daa02e891397f31205be6e9fb36484d6af03f3b15a3799f21e1a600957cf5520,menos un Nash puro y todo camino maximal de mejoras estrictas termina,4223781fdcbf6a08fa32380e86d060fd428305956028597300a91a843040d3cb,True,"""menos un Nash puro y todo camino maximal de mejoras estrictas termina""",menos un Nash puro y todo camino maximal de mejoras estrictas termina,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:127:p008,6. Resultados y análisis,Juego de rutas,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,127,127,32,1,"La accesibilidad exigida por la Proposición se cumplió en los cruces y falló en el pasillo y el cuello; en estos dos escenarios, el testigo temporal es necesario para ordenar el avance.",5dbe7b1a88e731b683999a903ade3f901db3595a366a83ea02f271b15b9274e5,cuello en estos dos escenarios el testigo temporal es necesario para ordenar,171e16b27fe8c88098cc4afa54c4d1fd6acbd1ddcd5f376132246f207a8ca109,True,"""cuello en estos dos escenarios el testigo temporal es necesario para ordenar""",cuello en estos dos escenarios el testigo temporal es necesario para ordenar,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:138:p010,6. Resultados y análisis,Reserva y avance discreto,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,138,143,52,4,"La salida alcanza cero bajo . El Algoritmo fija la regla que cada coalición ejecuta por evento con información exclusivamente vecinal. El identificador interviene solo como desempate determinista, de modo que la ejecución es reproducible para una semilla dada. El simulador usa paso digital unitario, horizonte 48 y actualización simultánea de posiciones aceptadas.",0235a9550f6c700e5597f72c508ebf3c9fcd706a503281647eba89e6250e14d5,dada El simulador usa paso digital unitario horizonte 48 y actualización simultánea,358d87d2e9d0541fd233aceee02131790c068f4f0bd8309a55a9677e0cb7fe5b,True,"""dada El simulador usa paso digital unitario horizonte 48 y actualización simultánea""",dada El simulador usa paso digital unitario horizonte 48 y actualización simultánea,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:192:p014,6. Resultados y análisis,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,192,193,25,2,La Tabla resume mundos pareados y ejecuciones. El endpoint principal es la entrega dentro de 48 pasos; ocho pasos consecutivos sin movimiento definen un bloqueo.,4ec770fe628ee892299c9ccb2f7851edce4314ec0f98efdce27939c016d366ce,dentro de 48 pasos ocho pasos consecutivos sin movimiento definen un bloqueo,297b1acadb1dcfc83845a3b636ffb2c0c5888f4bc3ac94288dc415d4c58972a4,True,"""dentro de 48 pasos ocho pasos consecutivos sin movimiento definen un bloqueo""",dentro de 48 pasos ocho pasos consecutivos sin movimiento definen un bloqueo,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:215:p015,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,215,215,41,2,"El juego con reserva entregó todas las cargas con tiempo medio de terminación . Al retirar el testigo, la tasa cayó a y únicamente de los pasillos se completó; las demás ejecuciones quedaron bloqueadas pese a mantener la exclusión de celda (Tabla ).",3ea7b884fd4ce2173ccb01f33786b5d19bcfd7c88fc0fe078e9faf73cb1b4e58,los pasillos se completó las demás ejecuciones quedaron bloqueadas pese a mantener,12634c6b30b0feb3798d50c6333a51d1c5aada3fe9b3f9bbc832506372400d60,True,"""los pasillos se completó las demás ejecuciones quedaron bloqueadas pese a mantener""",los pasillos se completó las demás ejecuciones quedaron bloqueadas pese a mantener,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:226:p016,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,226,226,52,3,"El efecto pareado de la reserva sobre entrega fue (IC del 95\,% , ). A igualdad de reserva, retirar la penalización elevó cuatro pasos el tiempo de terminación: para completo menos ablación, con . El cruce y el cuello dinámico se resolvieron con la guardia puntual, mientras el pasillo opuesto necesitó propiedad temporal del recurso.",2f922cf0d3bef68c86548cd6289c9c13660142c923ff2dde3f8b6efd77c48668,resolvieron con la guardia puntual mientras el pasillo opuesto necesitó propiedad temporal,3e0cedcf98a10d9b10e3319140974c9db7da7d8b70db8b84f80f623a7dc4ca94,True,"""resolvieron con la guardia puntual mientras el pasillo opuesto necesitó propiedad temporal""",resolvieron con la guardia puntual mientras el pasillo opuesto necesitó propiedad temporal,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:235:p019,6. Resultados y análisis,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,235,235,40,3,"El potencial exacto garantiza terminación de las mejoras de ruta. Alcanzar exige además accesibilidad unilateral y , condiciones que fallan en algunos pasillos. La reserva local entregó las instancias; al retirarla, la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas.",b5704ec1af60e37f4b2e71e9b3ab68e674edae91e177fc22def885da6a7daf63,al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas,10082df9d5da9f557a39d797a3f48a6db7db379a28001b1a77073b263be2bc3a,True,"""al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas""",al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas,ORIGINAL
pre-thesis/sections/sp3-execution-envelope.tex:4:p001,Otro,Interfaz entre reserva discreta y movimiento,pre-thesis/sections/sp3-execution-envelope.tex,4,7,39,3,"Una reserva lógica autoriza una celda; no prescribe una trayectoria continua. La interfaz infla la huella, conserva separación temporal y devuelve a SP2 una referencia compatible con ruedas y contacto. La Tabla fija los chequeos y la respuesta conservadora.",8210f11a07a3144ed75ae6ecbf576bb5299218e88a012d6444538b022379b27e,lógica autoriza una celda no prescribe una trayectoria continua La interfaz infla,157425bb07194ca3718af2fe6a202668dc787987941f9afd67fb85b185ff760c,True,"""lógica autoriza una celda no prescribe una trayectoria continua La interfaz infla""",lógica autoriza una celda no prescribe una trayectoria continua La interfaz infla,ORIGINAL
pre-thesis/sections/sp3-execution-envelope.tex:50:p002,Otro,Interfaz entre reserva discreta y movimiento,pre-thesis/sections/sp3-execution-envelope.tex,50,54,56,3,"El contrato intercambia intención, versión, prioridad y ocupación local; su coste se registra en mensajes y bytes. La prueba de rutas y la reserva pertenecen al modelo discreto; los chequeos cinemático y mecánico se repiten durante la ejecución. El piloto AWS mueve actores cinemáticamente: evidencia integración lógica y visual, no contacto físico ni un gemelo digital.",f3137c1d96702a188a369997a431893a3304fe7835bd524df20388eb437c50e4,piloto AWS mueve actores cinemáticamente evidencia integración lógica y visual no contacto,0a7cb8b2f0803777caa8a4a78a0dacf0107321edba87c9bcc2c2a9142018af1c,True,"""piloto AWS mueve actores cinemáticamente evidencia integración lógica y visual no contacto""",piloto AWS mueve actores cinemáticamente evidencia integración lógica y visual no contacto,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex:14:p002,7. Conclusiones,Contribución y resultados principales,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,14,17,44,3,"SP1 caracteriza la formación estratégica mediante una regulación exacta de cuotas y dos interfaces de capacidad. La penalización suficiente obtiene una cuota realizable. La contribución marginal incorpora heterogeneidad operacional, y la guardia de wrench asigna contactos y separa cobertura nominal de factibilidad mecánica planar.",dc69c64560c81ac4e85e116c93848169fbccc7ff93afdeb797d3cf3fe80ecc69,penalización suficiente obtiene una cuota realizable La contribución marginal incorpora heterogeneidad operacional,42a3c716957f9c39fbef46eac4721816bd1a33c486a0bbb3af19760bcc2ec3ab,True,"""penalización suficiente obtiene una cuota realizable La contribución marginal incorpora heterogeneidad operacional""",penalización suficiente obtiene una cuota realizable La contribución marginal incorpora heterogeneidad operacional,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex:19:p003,7. Conclusiones,Contribución y resultados principales,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,19,28,98,4,"SP2 introduce la ejecución física. En instancias, la guardia situada en la interfaz SP1--SP2 cambió la tasa de falsos positivos en , con cobertura y abstención ; el QP sigue siendo central y planar. El servocontrol es localmente estable con contactos fijos y realización exacta, el filtro de seguridad elimina las colisiones observadas en su campaña y la reparación restaura una fracción de los certificados recuperables, aunque el peor Nash de ese juego no admite una cota uniforme. En SP3, la reserva excluye conflictos lógicos sin representar cuerpos continuos: el juego completo alcanzó de entrega frente a al retirarla.",82355168ead391b7f2b9bdfe4ca00dc74bf6de2a499aa3c936985e4dde203228,uniforme En SP3 la reserva excluye conflictos lógicos sin representar cuerpos continuos,141d73b0ea1c36de7162b7735d06d18422d09474f5e237be4ed0626a1da536bf,True,"""uniforme En SP3 la reserva excluye conflictos lógicos sin representar cuerpos continuos""",uniforme En SP3 la reserva excluye conflictos lógicos sin representar cuerpos continuos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex:65:p008,7. Conclusiones,Respuesta a las preguntas de investigación,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,65,68,40,3,"RQ2. El acoplamiento entre decisión y movimiento fue operativo, pero el contraste temporal no sustentó una aceleración. La mensajería vecinal mantuvo la ejecución en el régimen degradado ensayado, aunque el registro global impide atribuir el resultado a coordinación local completa.",97f8b6386348589c4f025d1c9b8a2f90e925a92f72e20f3a10211560e6a63e8e,fue operativo pero el contraste temporal no sustentó una aceleración La mensajería,3110f6234df55d580a163faa66a3fb5f4d8ed3916862defde57b4296fa9bd4a6,True,"""fue operativo pero el contraste temporal no sustentó una aceleración La mensajería""",fue operativo pero el contraste temporal no sustentó una aceleración La mensajería,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex:75:p010,7. Conclusiones,Respuesta a las preguntas de investigación,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,75,80,46,4,RQ4. La etapa de reparación de SP2 restauró una fracción de los certificados estáticos recuperables; Cargo alcanzó en el escenario con fallo al continuar con reemplazo. La batería solo se modeló como disponibilidad en la etapa heterogénea de SP1. La exclusión lógica no evitó bloqueos congestionados.,deae15df54608fe7b49ddc7e7057f2f53971fd610cd7f6e96d4933788837be6d,etapa heterogénea de SP1 La exclusión lógica no evitó bloqueos congestionados,151f19c975d8908acb653fd3d82929d816807e055db65add8a83e24155418fe4,True,"""etapa heterogénea de SP1 La exclusión lógica no evitó bloqueos congestionados""",etapa heterogénea de SP1 La exclusión lógica no evitó bloqueos congestionados,ORIGINAL
pre-thesis/sections/thesis-appendices.tex:4:p001,Anexos,Reproducibilidad y disponibilidad,pre-thesis/sections/thesis-appendices.tex,4,9,69,3,"Los estimandos y resultados principales de la memoria se enlazan con tablas o macros generadas; parámetros de protocolo y ejemplos analíticos permanecen declarados en las fuentes. La instantánea documental conserva la procedencia de cada artefacto y el banco Cargo nuevo registra configuración, semilla, entorno y hashes por ejecución. Una campaña solo podrá elevar una afirmación cuando sus datos procesados, pruebas y enlace con la matriz de evidencia estén disponibles.",1238616eb96829acefb7ef6e3fbd5067493cfc37c7d5af4cfeb90c38aaadd8e7,solo podrá elevar una afirmación cuando sus datos procesados pruebas y enlace,2328051a38e85d1e9b54923a01c011b8f21f1da04419717c3eb6d64804aaa4eb,True,"""solo podrá elevar una afirmación cuando sus datos procesados pruebas y enlace""",solo podrá elevar una afirmación cuando sus datos procesados pruebas y enlace,ORIGINAL
pre-thesis/sections/thesis-appendices.tex:29:p002,Anexos,Demostraciones compactas de recuperación,pre-thesis/sections/thesis-appendices.tex,29,29,48,4,"Por tanto, es un potencial exacto. Al ser finito, el potencial alcanza un máximo, que es Nash. Un camino de mejoras estrictas no repite perfiles; si es maximal, acaba en un Nash tras no más de cambios aceptados. La cota se refiere a eventos, no a tiempo físico.",3872ed18052e9c9e4ca748a3d1191167ca2bd90adbfba8ba053318bc4f075722,Un camino de mejoras estrictas no repite perfiles si es maximal acaba,05194dbb8a9ba846e250e84ffadd0d22b46a02a948453d9f05cdf8c9c856463f,True,"""Un camino de mejoras estrictas no repite perfiles si es maximal acaba""",Un camino de mejoras estrictas no repite perfiles si es maximal acaba,ORIGINAL
pre-thesis/sections/sp1-wrench-proofs-condensed.tex:10:p002,Otro,Certificado de contacto de E3,pre-thesis/sections/sp1-wrench-proofs-condensed.tex,10,18,52,4,"El reparto regularizado es admisible. Por la definición del mínimo puro, , de modo que aceptar con implica factibilidad pura. La conversa falla: para , y , el reparto tiene residual cero, mientras el regularizado es y su residual . Esto demuestra la Proposición sin atribuir el resultado al cierre entero ni a la planta dinámica.",752cb7f6f9313bb1f82ec547d7b89ba0a546cca3a8e340a82d9806759421d8a7,puro de modo que aceptar con implica factibilidad pura La conversa falla,1974722f86f590239f6b3e0c1c49b95dc553794e29792723b45bdf59a65a8f43,True,"""puro de modo que aceptar con implica factibilidad pura La conversa falla""",puro de modo que aceptar con implica factibilidad pura La conversa falla,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:25:p003,Anexos,Potencial y equilibrio variacional del juego de vivacidad,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,25,25,35,2,"por lo que el negativo del gradiente, más el precio compartido, coincide con el pago de . El precio es el multiplicador común de la restricción compartida y no altera la identidad del juego sin restricciones.",61e47e57675a2a808d948cbd441310acaaa7affe5c8abc4390c1e2bf7f5a9a1a,precio es el multiplicador común de la restricción compartida y no altera,07df51850f4d86cd790e429a5e4e14b0341cbc497c7dea27b0f35a1f65da5e18,True,"""precio es el multiplicador común de la restricción compartida y no altera""",precio es el multiplicador común de la restricción compartida y no altera,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:31:p004,Anexos,Potencial y equilibrio variacional del juego de vivacidad,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,31,31,36,3,"La desigualdad anterior hace a -fuertemente convexo. El conjunto factible, intersección del producto de símplex con , es convexo y compacto. Como la acción esperar proporciona un punto de Slater con ocupación nula, existe un único minimizador .",f325d20b84073066ab29567bf2baea448a70a5e75d04cef1657824117bbbfd83,desigualdad anterior hace a fuertemente convexo El conjunto factible intersección del producto,252e41c875c46dc9cecb3b01b1c83e398114825415cb6e7613438f81e2f76185,True,"""desigualdad anterior hace a fuertemente convexo El conjunto factible intersección del producto""",desigualdad anterior hace a fuertemente convexo El conjunto factible intersección del producto,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:40:p005,Anexos,Potencial y equilibrio variacional del juego de vivacidad,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,40,40,47,3,Al sustituir por el vector de pagos de cada robot se obtiene la desigualdad variacional del juego con restricciones compartidas. Su solución coincide con el único minimizador . La Proposición se restringe a la instantánea continua anterior al cierre entero y a la actualización de costes o conflictos.,fa0b0035ea950374057b176f737e957836c14e13d86316e9255eaf2a8737d3c2,obtiene la desigualdad variacional del juego con restricciones compartidas Su solución coincide,02af4e918aa045ae19262c92a9bd8d8fabf5605212a31c3e2791b940523a0f84,True,"""obtiene la desigualdad variacional del juego con restricciones compartidas Su solución coincide""",obtiene la desigualdad variacional del juego con restricciones compartidas Su solución coincide,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:65:p007,Anexos,Disipación del servolazo de pose,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,65,73,33,3,"Para se fija una longitud de referencia y se normalizan las coordenadas mediante , con . Defínanse , y . Así, las componentes traslacionales y rotacionales se comparan en una métrica declarada. La desigualdad de Young implica",81381b6ea23cfdd738ac23ab4bceb187209d0f5bf83667e2359f4a40a25879ef,Así las componentes traslacionales y rotacionales se comparan en una métrica declarada,0648fec026cf0a57e7469f1b4c7ca148564641da502612d049b69c0cb89a1190,True,"""Así las componentes traslacionales y rotacionales se comparan en una métrica declarada""",Así las componentes traslacionales y rotacionales se comparan en una métrica declarada,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:84:p008,Anexos,Disipación del servolazo de pose,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,84,88,46,2,"La cota establece disipación con como entrada para la escala fijada; su valor numérico no es invariante frente a un cambio de esa escala. Cuando el residual persiste, el término \(\| r_k^W\|_2^2/(2 _D)\) impide deducir convergencia exacta a partir de esta desigualdad.",528a7f2420d93ab395ec5c2c01f3d1de2248ef5cd70816e9df307e2d932aa3dd,término r k W 2 2 2 D impide deducir convergencia exacta,20900efa1f90aa81b3f86c9dbae56142ef0f8bf5e789077760f6a64298f3c900,True,"""término r k W 2 2 2 D impide deducir convergencia exacta""",término r k W 2 2 2 D impide deducir convergencia exacta,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex:4:p001,Anexos,Demostraciones complementarias de la etapa E7 (SP3),pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,4,4,36,2,"E7 formaliza tráfico sobre un grafo inflado y movimiento muestreado. El potencial usa catálogos finitos, recursos no ponderados y costes fijos; los invariantes exigen mensajes coherentes y no cubren dinámica continua, contacto, localización ni red imperfecta.",2e268393db2b73c94e61ecbfb80d43e4ab49aafc062f54a785b6ea81e0038c26,invariantes exigen mensajes coherentes y no cubren dinámica continua contacto localización ni,014ca67a102a1c638460884c352f781bdb1104986051842df73329642dc6ca03,True,"""invariantes exigen mensajes coherentes y no cubren dinámica continua contacto localización ni""",invariantes exigen mensajes coherentes y no cubren dinámica continua contacto localización ni,ORIGINAL
