result_id,corpus,path,source_sha256,line,end_line,environment,title,label,label_occurrences_within_corpus,duplicate_label_within_corpus,inline_proof_detected,proof_line,linked_claim_ids,claim_ledger_states,evidence_status,audit_status,assumptions_audited,domain_audited,units_audited,proof_audited,dependencies_audited,counterexample_audited,evidence_link_audited,notes
PAPER-FR-0111-pr:arrendamiento,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,269,277,proposicion,Invariante de un arrendamiento versionado,pr:arrendamiento,1,no,yes,279,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: El incremento estricto de versión no arbitra dos commits concurrentes basados en la misma versión; la inducción presupone la exclusión que intenta demostrar. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0112-pr:exclusion-no-vivacidad,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,287,294,proposicion,Exclusión no implica vivacidad,pr:exclusion-no-vivacidad,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El testigo de retención cruzada separa correctamente exclusión y vivacidad, aun cuando el protocolo de arrendamiento precedente necesite reparación. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0113-th:ciclo-espera,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,296,303,teorema,Ciclo de espera e interbloqueo,th:ciclo-espera,1,no,yes,305,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba de necesidad y suficiencia bajo persistencia es correcta y autocontenida, pero es un resultado clásico sin claim ni evidencia vinculada. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0114-pr:potencial-afin-ponderado,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,326,338,proposicion,Juego atómico ponderado afín,pr:potencial-afin-ponderado,1,no,yes,340,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La variación al entrar o salir coincide con el coste individual y prueba potencial exacto y terminación finita; falta enlazarlo al problema y evidencia canónicos. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0115-le:minkowski,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,364,373,lema,Obstáculo de configuración y obstáculo relativo,le:minkowski,1,no,yes,375,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Las equivalencias de colisión y la monotonía por inclusión están demostradas correctamente, pero no tienen claim ni prueba automatizada en el spine. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0116-pr:certificado-despeje,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,381,389,proposicion,Certificado de despeje y su contraejemplo mínimo,pr:certificado-despeje,1,no,yes,391,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba directa y el contraejemplo son válidos bajo el disco circunscrito uniforme, pero falta trazar la condición temporal a una guarda ejecutada. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0117-le:caminos-independientes,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,410,417,lema,Cota de caminos independientes y su límite,le:caminos-independientes,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La cota inferior es inmediata, pero la fuente no fija la convención de SOC ni aporta un testigo explícito para la frase sobre igualdad. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0118-pr:prioridad-incompleta,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,419,427,proposicion,La planificación por prioridades no es completa,pr:prioridad-incompleta,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El contraejemplo es válido para la variante fijada, pero el título y enunciado son demasiado amplios sin declarar su política de metas. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0119-th:N-precios,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,55,66,teorema,Reposo de la red de precios y error de vaciado,th:N-precios,1,no,yes,68,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El reposo, residual y jacobiano se derivan exactamente, pero faltan escalas físicas, proyección de precios y un enlace claim-evidencia. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0120-th:N-ventana,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,74,81,teorema,Ventana de paso del ajuste discreto,th:N-ventana,1,no,yes,83,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La condición necesaria y suficiente es correcta para la matriz simétrica declarada, pero requiere normalización/unidades y evidencia reproducible antes de migrar. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0121-th:N-logit,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,93,103,teorema,Reposo del logit: primer orden en $1/\beta$,th:N-logit,1,no,yes,105,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La expansión local es recuperable para un equilibrio regular aislado, pero el teorema es falso con las hipótesis escritas. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0122-th:N-ciervo,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,116,129,teorema,Creencia crítica de la caza del ciervo,th:N-ciervo,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La ecuación exacta de indiferencia y la corrección de continuidad son plausibles, pero faltan existencia, unicidad, derivación y control del error de aproximación. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0123-th:N-nucleo,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,142,148,teorema,Núcleo y valor de Shapley del juego de umbral,th:N-nucleo,1,no,yes,150,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Los dos incisos son correctos para el juego simple, pero la prueba delega la caracterización del núcleo y carece de cita/evidencia canónica propia. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0124-th:N-prima,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,161,169,teorema,Premio de reserva que implementa el óptimo,th:N-prima,1,no,no,,,,candidate,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica DUPLICATE: Es un resumen sin prueba de la condición de prima ya enunciada y desarrollada en sec_standby; no constituye otro resultado formal. Decisión: retain-canonical-result-only. No hay promoción automática.
PAPER-FR-0125-pr:caudal,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,25,33,proposicion,Caudal como programa lineal,pr:caudal,1,no,yes,35,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La linealidad y la cota superior están probadas, pero el enunciado debería separar valor del LP, alcanzabilidad y dependencia del estado inicial. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0126-pr:sesgo,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,121,132,proposicion,Ganancia y sesgo,pr:sesgo,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La fórmula es estándar en tiempo discreto, pero como está enlazada a un modelo semi-Markov y a su caudal mezcla unidades y usa el Poisson incorrecto. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0127-pr:ocupacion-absorbente,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,172,186,proposicion,"Ocupación absorbente, precios de estado y coste reducido",pr:ocupacion-absorbente,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El dual y el coste reducido son correctos bajo properness y dualidad fuerte, pero esos supuestos no aparecen en el enunciado y no hay claim enlazado. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0128-pr:bateria,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,244,258,proposicion,Batería sin regeneración y reserva en línea,pr:bateria,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: Es una definición de presupuesto energético útil, pero no una proposición demostrada y la recomendación de comprobarla en línea no se sigue como garantía de seguridad. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0129-th:gibbs,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,386,400,teorema,Distribución estacionaria de Gibbs,th:gibbs,1,no,yes,402,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La prueba de balance detallado es estándar y correcta con soporte bidireccional; faltan declarar esas condiciones y enlazar una implementación real. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0130-pr:nash-perturbado,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,462,471,proposicion,Estacionariedad de Nash perturbada,pr:nash-perturbado,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La distinción conceptual es valiosa, pero el enunciado agrupa familias sin ecuaciones ni prueba y necesita una fuente primaria y condiciones precisas. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0131-th:maxweight,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,581,596,teorema,Estabilidad con servicio de peso máximo aproximado,th:maxweight,1,no,yes,598,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba de deriva es esencialmente correcta, pero B0, la noción exacta de estabilidad y las unidades de G/B necesitan definición y no existe evidencia vinculada. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0132-pr:imposibilidad-fisica,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,606,613,proposicion,Imposibilidad fuera de la región física,pr:imposibilidad-fisica,1,no,yes,615,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El argumento de separación y crecimiento lineal es correcto al menos en esperanza, pero debe declarar la noción de estabilidad y la hipótesis probabilística usada. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0133-th:icr-comun,paper,paper/sec_robotica.tex,ff489ddd8f59c021dae8dc8a8bd732e0e22dcc5b3815149643efd8b43cf8ea78,80,93,teorema,ICR común,th:icr-comun,1,no,yes,95,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La identidad y las equivalencias geométricas están demostradas correctamente; falta claim/evidencia canónica y separación explícita respecto del resultado activo de pivotes. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0134-pr:caza-ciervo,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,21,28,proposicion,El reclutamiento es una caza del ciervo,pr:caza-ciervo,1,no,yes,30,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba de los dos perfiles es correcta en el dominio natural, pero dos condiciones necesarias permanecen implícitas y no hay enlace de evidencia. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0135-pr:nucleo,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,118,124,proposicion,El núcleo de este juego es vacío salvo en un caso,pr:nucleo,1,no,no,,,,candidate,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: Repite exactamente el inciso de capacidades iguales de th:N-nucleo, cuya versión incluye la justificación por jugador con veto. Decisión: retain-canonical-result-only. No hay promoción automática."
PAPER-FR-0136-pr:nucleo-divisible,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,141,148,proposicion,Donde el reparto \emph{sí} es estable,pr:nucleo-divisible,1,no,yes,150,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La construcción dual demuestra eficiencia y racionalidad coalicional, pero el dual no está escrito y faltan claim, fuente primaria y evidencia canónica. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0137-th:subprovision,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,377,394,teorema,La brecha entre la media y la marginal,th:subprovision,1,no,yes,396,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La desigualdad epsilon<=1 y la identidad interior de (ii) son recuperables, pero las afirmaciones de igualdad única y orden son falsas bajo mera concavidad. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0138-th:prima,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,435,449,teorema,Implementación por prima de cobertura,th:prima,1,no,yes,451,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: El balance contable y q_l<=lambda_f p B_l son correctos, pero la implementación del óptimo no se sigue bajo las hipótesis ni la heterogeneidad escritas. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0139-pr:factorizada,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,589,596,proposicion,Conectividad por fases,pr:factorizada,1,no,yes,598,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La prueba confunde convergencia condicionada/asintótica con acuerdo dentro de una fase finita y no justifica que toda información inter-coalición deje de usarse. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0140-th:potencia,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,656,668,teorema,Con AMR heterogéneos la partición correcta no es la de Voronoi,th:potencia,1,no,yes,670,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: Las celdas convexas y la propiedad de asignar un punto cubierto a algún robot que lo cubre son correctas; debe acotarse el iff y evitar llamar correcta a una única partición normativa. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0141-pr:ascenso,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,692,700,proposicion,Reubicación distribuida con mejora garantizada,pr:ascenso,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La identidad de ascenso vale en tramos suaves por regla de la cadena, pero la localidad de la integral y el tratamiento de no diferenciabilidad no están probados. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0142-th:conmutada,paper,paper/sec_topologia.tex,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,25,32,teorema,Consenso bajo topología conmutada,th:conmutada,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Es un resultado clásico plausible bajo condiciones uniformes, pero el enunciado y la prueba narrativa omiten pesos, repetición de ventanas y el hecho de que cada factor aislado no tiene por qué ser SIA. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0143-th:topologia-garantizada,paper,paper/sec_topologia.tex,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,65,73,teorema,Topología garantizada,th:topologia-garantizada,1,no,yes,75,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: Para grado relativo dos, h>=0 no basta; se necesita pertenecer al conjunto HOCBF extendido. La conclusión de grafo fijo exige además restringir explícitamente la comunicación a T. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0144-pr:compatibilidad,paper,paper/sec_topologia.tex,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,93,105,proposicion,Condición de compatibilidad y cota de grado,pr:compatibilidad,1,no,yes,107,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: El empaquetamiento puede usar varias capas interiores, no solo la circunferencia exterior; por tanto la supuesta condición necesaria y toda cota derivada son falsas. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0145-co:precio-conectividad,paper,paper/sec_topologia.tex,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,123,131,corolario,El precio de la conectividad,co:precio-conectividad,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La interpretación como coste marginal exige condiciones que no se declaran y la regla de recableado es una recomendación, no un corolario demostrado. Decisión: reject-as-formal-support. No hay promoción automática."
THESIS-FR-0001-thm:sp0-nash-characterization,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp0.tex,423a856a3ac3f836babe0b6ceddeea28f66db2d70f7386dda770cd9f8dc9b0a2,112,115,proposicion,Factibilidad y selección en E0,thm:sp0-nash-characterization,1,no,no,,C1-SP0;C7B-SP0,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Cuatro incisos son correctos, pero la conclusion Nash de cualquier secuencia necesita maximalidad o una politica que siga mientras exista una mejora. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
THESIS-FR-0002-cor:sp0-pos-poa,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp0.tex,423a856a3ac3f836babe0b6ceddeea28f66db2d70f7386dda770cd9f8dc9b0a2,119,126,corolario,Precios de estabilidad y anarquía de E0,cor:sp0-pos-poa,1,no,no,,C7B-SP0,SOPORTADA,pending-audit,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: El argumento de estabilidad y la familia parametrica de anarquia son completos y no heredan el defecto de maximalidad del resultado anterior. Decisión: eligible-for-manual-crosswalk-not-auto-promoted. No hay promoción automática.
THESIS-FR-0003-cor:sp0-strategic-regulation,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp0.tex,423a856a3ac3f836babe0b6ceddeea28f66db2d70f7386dda770cd9f8dc9b0a2,196,199,corolario,Regulación estratégica finita de E0,cor:sp0-strategic-regulation,1,no,no,,C1-SP0,SOPORTADA,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica DUPLICATE: Es la version dinamica ya contenida en la caracterizacion y en el claim canonico C1-SP0; no aporta un resultado independiente para el spine activo. Decisión: retain-canonical-result-only. No hay promoción automática.
THESIS-FR-0004-thm:sp1-feasible-nash,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,102684bee5548244c9fb3cf2dacf0364c207e4b9b94c84b95f899affa31c8d96,139,142,proposicion,Cierre exacto bajo demanda realizable,thm:sp1-feasible-nash,1,no,no,,C1A-SP1,SOPORTADA,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: El resultado matematico es correcto, pero ya esta representado por FSF-01 con el alcance terminal formulado de manera mas precisa. Decisión: retain-canonical-result-only. No hay promoción automática."
THESIS-FR-0005-thm:sp1-scarcity-degeneracy,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,102684bee5548244c9fb3cf2dacf0364c207e4b9b94c84b95f899affa31c8d96,149,156,proposicion,Degeneración del déficit lineal,thm:sp1-scarcity-degeneracy,1,no,no,,C1B-SP1,SOPORTADA,pending-audit,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: La identidad y su frontera estan demostradas exactamente; es un resultado negativo util que no figura entre los 18 resultados activos. Decisión: eligible-for-manual-crosswalk-not-auto-promoted. No hay promoción automática.
THESIS-FR-0006-cor:sp1-strategic-regulation,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,102684bee5548244c9fb3cf2dacf0364c207e4b9b94c84b95f899affa31c8d96,245,248,corolario,Regulación exacta en el juego finito realizable,cor:sp1-strategic-regulation,2,yes,no,,C1A-SP1,SOPORTADA,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica DUPLICATE: Es la copia inactiva de una etiqueta duplicada y no debe contarse ni migrarse; FSF-01 es la unica version canonica util. Decisión: retain-canonical-result-only. No hay promoción automática. Etiqueta duplicada dentro del corpus; no migrar hasta resolverla.
THESIS-FR-0007-cor:sp1-strategic-regulation,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,102684bee5548244c9fb3cf2dacf0364c207e4b9b94c84b95f899affa31c8d96,268,271,corolario,Regulación exacta en el juego finito realizable,cor:sp1-strategic-regulation,2,yes,no,,C1A-SP1,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El resultado discreto es recuperable, pero la unidad de progreso debe ser revision aceptada y la etiqueta duplicada debe quedar suprimida en favor de FSF-01. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática. Etiqueta duplicada dentro del corpus; no migrar hasta resolverla."
THESIS-FR-0008-prop:sp2-marginal-alignment,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp2.tex,04cc09945f4e90aa7987abe6d078bc81311021fbe96baa9c880d10989ce6d688,154,164,proposicion,Alineación marginal del servicio operacional,prop:sp2-marginal-alignment,1,no,no,,C2A-SP2,SOPORTADA,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: La prueba es correcta y bien delimitada, pero coincide con la integrabilidad heterogenea ya retenida como FSF-02. Decisión: retain-canonical-result-only. No hay promoción automática."
THESIS-FR-0009-cor:sp3-interior-wrench-allocation,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp3.tex,e9ff4962f5312300a58afb8436f92a26fa1a30c68ed2e0e20ab3840bdb680ede,85,95,corolario,Reparto interior de mínimo residual regularizado,cor:sp3-interior-wrench-allocation,1,no,no,,,,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: El corolario es correcto, pero ya esta retenido como FSF-09; falta aun un claim-ID exacto, pues C3-C no enuncia esta unicidad. Decisión: retain-canonical-result-only. No hay promoción automática."
THESIS-FR-0010-prop:sp3-certificado-exacto,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp3.tex,e9ff4962f5312300a58afb8436f92a26fa1a30c68ed2e0e20ab3840bdb680ede,106,120,proposicion,Exactitud del certificado dentro de su modelo,prop:sp3-certificado-exacto,1,no,no,,C3-C,PARCIAL,pending-audit,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La regularizacion puede rechazar una realizacion existente; el bicondicional y la frase no conservador son falsos y solo la sustitucion activa FSF-10 es util. Decisión: reject-as-formal-support. No hay promoción automática.
THESIS-FR-0011-prop:sp3-wrench-potential,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp3.tex,e9ff4962f5312300a58afb8436f92a26fa1a30c68ed2e0e20ab3840bdb680ede,207,210,proposicion,Potencial y equilibrio variacional de la relajación E3,prop:sp3-wrench-potential,1,no,no,,C3A-SP3,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El nucleo potencial-KKT es valido, pero el dominio original no define la inactividad; FSF-11 es la version corregida que debe conservarse. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
THESIS-FR-0012-prop:sp4-potential,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp4.tex,887e2e13952cd41d6b7c3133e23a3328a85b8bd62501f2380eb85d5678b692eb,124,127,proposicion,Potencial exacto y equilibrio variacional de E4,prop:sp4-potential,1,no,no,,C4A-SP4,SOPORTADA,pending-audit,PASS,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica PASS: El resultado es autocontenido, dimensionalmente coherente y posee claim y verificadores exactos; no forma parte de los 18 resultados del spine auditado. Decisión: eligible-for-manual-crosswalk-not-auto-promoted. No hay promoción automática."
THESIS-FR-0013-prop:sp4-pose-stability,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp4.tex,887e2e13952cd41d6b7c3133e23a3328a85b8bd62501f2380eb85d5678b692eb,173,178,proposicion,Disipación y estabilidad local de la pose,prop:sp4-pose-stability,1,no,no,,C4B-SP4,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La estabilidad nominal es valida, pero la rama perturbada requiere la metrica normalizada que ya incorpora FSF-08; no debe reutilizarse la cota original. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
THESIS-FR-0014-thm:sp6-exact-potential,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp6.tex,3433cfeecbb86023a6d4bd2f8bdf4545704de644b302de0a914fb8e33fe856af,120,123,teorema,potencial exacto y terminación,thm:sp6-exact-potential,1,no,no,,C6A-SP6,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: El potencial y la cota de cambios son correctos, pero el perfil terminal solo es Nash para un camino maximal; FSF-12 ya contiene esa correccion. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
THESIS-FR-0015-thm:sp6-feasible-nash,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp6.tex,3433cfeecbb86023a6d4bd2f8bdf4545704de644b302de0a914fb8e33fe856af,138,146,teorema,caracterización exacta de los Nash,thm:sp6-feasible-nash,1,no,no,,C6B-SP6,SOPORTADA,pending-audit,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La equivalencia es recuperable y esta probada bajo costes positivos, pero es falsa bajo los supuestos escritos; FSF-13 es la version activa corregida. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
THESIS-FR-0016-prop:sp6-unbounded-poa,thesis,thesis/sections/mainmatter/06-results-and-analysis/sp6.tex,3433cfeecbb86023a6d4bd2f8bdf4545704de644b302de0a914fb8e33fe856af,157,160,proposicion,ineficiencia no acotada del peor Nash,prop:sp6-unbounded-poa,1,no,no,,C6C-SP6,SOPORTADA,pending-audit,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: La construccion es valida, pero ya esta retenida como FSF-14 y no debe contarse como una segunda contribucion formal. Decisión: retain-canonical-result-only. No hay promoción automática."
